request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
759,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,LandingPage,Explore,https://studleys.com/about/,https://studleys.com/about/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | ConstantContact | Explore
760,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,LandingPage,,https://studleys.com/about/,https://studleys.com/about/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | ConstantContact | {null}
761,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,Guarantee,Read,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Facebook | Read
762,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,Guarantee,Learn,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Facebook | Learn
763,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,Guarantee,Explore,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Facebook | Explore
764,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,Guarantee,,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Guarantee,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Facebook | {null}
765,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,Guarantee,Read,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | GMB | Read
766,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,Guarantee,Learn,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | GMB | Learn
767,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,Guarantee,Explore,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | GMB | Explore
768,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,Guarantee,,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Guarantee,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | GMB | {null}
769,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,Guarantee,Read,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Instagram | Read
770,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,Guarantee,Learn,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Instagram | Learn
771,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,Guarantee,Explore,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Instagram | Explore
772,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,Guarantee,,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Guarantee,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | Instagram | {null}
773,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,Guarantee,Read,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | LinkedIn | Read
774,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,Guarantee,Learn,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | LinkedIn | Learn
775,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,Guarantee,Explore,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Guarantee&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | LinkedIn | Explore
776,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,Guarantee,,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Guarantee,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | LinkedIn | {null}
777,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,Guarantee,Read,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Guarantee&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | ConstantContact | Read
778,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,Guarantee,Learn,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Guarantee&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | ConstantContact | Learn
779,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,Guarantee,Explore,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Guarantee&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | ConstantContact | Explore
780,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,Guarantee,,https://studleys.com/studleys-guarantee/,https://studleys.com/studleys-guarantee/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Guarantee,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Studleys Guarantee | ConstantContact | {null}
781,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,FAQ,Read,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Facebook | Read
782,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,FAQ,Learn,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Facebook | Learn
783,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,FAQ,Explore,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Facebook | Explore
784,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,FAQ,,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=FAQ,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Facebook | {null}
785,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,FAQ,Read,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | GMB | Read
786,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,FAQ,Learn,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | GMB | Learn
787,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,FAQ,Explore,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | GMB | Explore
788,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,FAQ,,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=FAQ,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | GMB | {null}
789,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,FAQ,Read,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Instagram | Read
790,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,FAQ,Learn,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Instagram | Learn
791,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,FAQ,Explore,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Instagram | Explore
792,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,FAQ,,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=FAQ,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | Instagram | {null}
793,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,FAQ,Read,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | LinkedIn | Read
794,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,FAQ,Learn,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | LinkedIn | Learn
795,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,FAQ,Explore,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=FAQ&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | LinkedIn | Explore
796,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,FAQ,,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=FAQ,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | LinkedIn | {null}
797,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,FAQ,Read,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=FAQ&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | ConstantContact | Read
798,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,FAQ,Learn,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=FAQ&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | ConstantContact | Learn
799,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,FAQ,Explore,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=FAQ&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | ConstantContact | Explore
800,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,FAQ,,https://studleys.com/faq/,https://studleys.com/faq/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=FAQ,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | FAQ | ConstantContact | {null}
801,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,RefundsReturns,Read,https://studleys.com/refunds-returns/,https://studleys.com/refunds-returns/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=RefundsReturns&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Refunds & Returns | Facebook | Read
802,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,RefundsReturns,Learn,https://studleys.com/refunds-returns/,https://studleys.com/refunds-returns/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=RefundsReturns&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Refunds & Returns | Facebook | Learn
803,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,RefundsReturns,Explore,https://studleys.com/refunds-returns/,https://studleys.com/refunds-returns/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=RefundsReturns&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Refunds & Returns | Facebook | Explore
804,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,RefundsReturns,,https://studleys.com/refunds-returns/,https://studleys.com/refunds-returns/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=RefundsReturns,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Refunds & Returns | Facebook | {null}
805,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,RefundsReturns,Read,https://studleys.com/refunds-returns/,https://studleys.com/refunds-returns/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=RefundsReturns&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Refunds & Returns | GMB | Read
